"C-type lectin receptor signaling pathway","CFTR_interactor","Cytokine-cytokine receptor interaction","Cytosolic DNA-sensing pathway","dorothea_tf","Estrogen signaling pathway","IL-17 signaling pathway","name","NF-kappa B signaling pathway","NOD-like receptor signaling pathway","Node_type","Osteoclast differentiation","pathway","receptor","receptor_ligand","Regulation of actin cytoskeleton","RIG-I-like receptor signaling pathway","selected","shared name","sum","T cell receptor signaling pathway","Th17 cell differentiation","TNF signaling pathway","Toll-like receptor signaling pathway","Viral protein interaction with cytokine and cytokine receptor"
"0","NA","0","0","false","0","0","TLR7","0","0","Receptor","0","Toll-like receptor signaling pathway","true","false","0","0","false","TLR7","1","0","0","0","1","0"
"0","NA","0","0","false","0","0","APC2","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","APC2","1","0","0","0","0","0"
"1","NA","0","0","false","0","0","CLEC1B","0","0","Protein","0","C-type lectin receptor signaling pathway","false","false","0","0","false","CLEC1B","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","SPATA13","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","SPATA13","1","0","0","0","0","0"
"0","NA","0","0","false","1","0","GABBR1","0","0","Receptor","0","Estrogen signaling pathway","true","false","0","0","false","GABBR1","1","0","0","0","0","0"
"0","NA","0","0","false","0","1","USP25","0","0","Protein","0","IL-17 signaling pathway","false","false","0","0","false","USP25","1","0","0","0","0","0"
"1","NA","0","0","false","0","0","BCL10","0","0","Protein","0","NA","false","false","0","0","false","BCL10","2","1","0","0","0","0"
"0","NA","0","0","false","0","1","USP21","0","0","Protein","0","IL-17 signaling pathway","false","false","0","0","false","USP21","1","0","0","0","0","0"
"1","NA","0","0","false","0","0","MALT1","1","0","Protein","0","NA","false","false","0","0","false","MALT1","3","1","0","0","0","0"
"0","NA","0","0","false","1","0","EGFR","0","0","Receptor","0","NA","true","false","1","0","false","EGFR","2","0","0","0","0","0"
"1","NA","0","0","false","0","0","CLEC4E","0","0","Protein","0","C-type lectin receptor signaling pathway","false","false","0","0","false","CLEC4E","1","0","0","0","0","0"
"1","NA","0","0","false","1","0","PIK3CA","0","0","Protein","1","NA","false","false","1","0","false","PIK3CA","7","1","0","1","1","0"
"0","NA","0","0","false","0","0","ENAH","0","0","End point - Regulation of actin cytoskeleton","0","Regulation of actin cytoskeleton","false","false","1","0","false","ENAH","1","0","0","0","0","0"
"0","NA","0","0","false","1","0","SHC2","0","0","Protein","0","Estrogen signaling pathway","false","false","0","0","false","SHC2","1","0","0","0","0","0"
"0","NA","0","0","false","1","0","SOS1","0","0","Protein","0","NA","false","false","1","0","false","SOS1","3","1","0","0","0","0"
"0","NA","0","0","false","0","0","WASF2","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","WASF2","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","NOD1","0","1","Protein","0","NOD-like receptor signaling pathway","false","false","0","0","false","NOD1","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","F2","0","0","Receptor Ligand","0","Regulation of actin cytoskeleton","false","true","1","0","false","F2","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","F2R","0","0","Receptor","0","Regulation of actin cytoskeleton","true","false","1","0","false","F2R","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","TLR6","0","0","Receptor","0","Toll-like receptor signaling pathway","true","false","0","0","false","TLR6","1","0","0","0","1","0"
"0","NA","0","0","false","0","0","CARD8","0","1","Protein","0","NOD-like receptor signaling pathway","false","false","0","0","false","CARD8","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","KNG1","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","KNG1","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","CHRM1","0","0","Receptor","0","Regulation of actin cytoskeleton","true","false","1","0","false","CHRM1","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","ACTN4","0","0","End point - Regulation of actin cytoskeleton","0","Regulation of actin cytoskeleton","false","false","1","0","false","ACTN4","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","GSN","0","0","End point - Regulation of actin cytoskeleton","0","Regulation of actin cytoskeleton","false","false","1","0","false","GSN","1","0","0","0","0","0"
"1","NA","0","0","false","1","0","RAF1","0","0","Protein","0","NA","false","false","0","0","false","RAF1","3","1","0","0","0","0"
"0","NA","0","0","false","0","0","VCL","0","0","End point - Regulation of actin cytoskeleton","0","Regulation of actin cytoskeleton","false","false","1","0","false","VCL","1","0","0","0","0","0"
"0","NA","0","0","false","1","0","KRAS","0","0","Protein","0","Estrogen signaling pathway","false","false","0","0","false","KRAS","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","EGF","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","EGF","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","PXN","0","0","End point - Regulation of actin cytoskeleton","0","Regulation of actin cytoskeleton","false","false","1","0","false","PXN","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","SUGT1","0","1","Protein","0","NOD-like receptor signaling pathway","false","false","0","0","false","SUGT1","1","0","0","0","0","0"
"0","NA","0","0","true","0","0","IRF5","0","0","End point - TF","0","Toll-like receptor signaling pathway","false","false","0","0","false","IRF5","1","0","0","0","1","0"
"0","NA","0","0","false","0","0","ICOS","0","0","Protein","0","T cell receptor signaling pathway","false","false","0","0","false","ICOS","1","1","0","0","0","0"
"0","NA","0","0","false","1","0","POMC","0","0","Protein","0","Estrogen signaling pathway","false","false","0","0","false","POMC","1","0","0","0","0","0"
"0","NA","0","0","false","1","0","OPRM1","0","0","Receptor","0","Estrogen signaling pathway","true","false","0","0","false","OPRM1","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","LY96","0","0","Protein","0","Toll-like receptor signaling pathway","false","false","0","0","false","LY96","1","0","0","0","1","0"
"0","NA","0","0","false","0","0","PYDC5","0","1","Protein","0","NOD-like receptor signaling pathway","false","false","0","0","false","PYDC5","1","0","0","0","0","0"
,"TRUE",,,"false",,,"SLC9A3R1",,,"Protein",,"NA","false","false",,,"false","SLC9A3R1",,,,,,
,"TRUE",,,"false",,,"PRKCE",,,"Protein",,"NA","false","false",,,"false","PRKCE",,,,,,
"0","NA","0","0","false","0","0","INS","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","INS","1","0","0","0","0","0"
,"FALSE",,,"false",,,"CFTR",,,"CFTR",,"NA","false","false",,,"false","CFTR",,,,,,
"0","NA","1","0","false","0","0","LTA","0","0","Receptor Ligand","0","NA","false","true","0","0","false","LTA","3","0","0","1","0","1"
,"TRUE",,,"false",,,"CAV2",,,"Protein",,"NA","false","false",,,"false","CAV2",,,,,,
"0","NA","1","0","false","0","0","TNFRSF1B","0","0","Receptor","0","NA","true","false","0","0","false","TNFRSF1B","3","0","0","1","0","1"
,"TRUE",,,"false",,,"CAV1",,,"Protein",,"NA","false","false",,,"false","CAV1",,,,,,
"0","NA","1","0","false","0","1","TNF","1","1","Receptor Ligand","1","NA","false","true","0","1","false","TNF","10","1","0","1","1","1"
"0","NA","0","1","false","0","0","IFNA1","0","1","Receptor Ligand","0","NA","false","true","0","1","false","IFNA1","4","0","0","0","1","0"
,"TRUE",,,"false",,,"CAPNS1",,,"Protein",,"NA","false","false",,,"false","CAPNS1",,,,,,
"0","NA","0","0","false","0","0","IFNAR1","0","1","Receptor","1","NA","true","false","0","0","false","IFNAR1","3","0","0","0","1","0"
,"TRUE",,,"false",,,"ADORA2B",,,"Receptor",,"NA","true","false",,,"false","ADORA2B",,,,,,
,"TRUE",,,"false",,,"SLC9A3R2",,,"Protein",,"NA","false","false",,,"false","SLC9A3R2",,,,,,
"0","NA","0","1","false","0","0","IFNB1","0","0","Receptor Ligand","1","NA","false","true","0","1","false","IFNB1","5","0","0","1","1","0"
,"TRUE",,,"false",,,"CAPN1",,,"Protein",,"NA","false","false",,,"false","CAPN1",,,,,,
"0","NA","0","0","false","0","1","IFNG","0","0","Receptor Ligand","1","NA","false","true","0","0","false","IFNG","4","1","1","0","0","0"
"0","NA","0","0","false","0","0","IFNGR1","0","0","Receptor","1","NA","true","false","0","0","false","IFNGR1","2","0","1","0","0","0"
"0","NA","1","0","false","0","0","IL1A","0","0","Receptor Ligand","1","NA","false","true","0","0","false","IL1A","2","0","0","0","0","0"
"0","NA","0","0","false","0","0","IL1R1","1","0","Receptor","1","NA","true","false","0","0","false","IL1R1","3","0","1","0","0","0"
"0","NA","1","0","false","0","1","IL1B","1","0","Receptor Ligand","0","NA","false","true","0","0","false","IL1B","5","0","1","0","1","0"
"0","NA","1","0","false","0","0","CD4","0","0","Protein","0","NA","false","false","0","0","false","CD4","3","1","1","0","0","0"
"0","NA","0","0","false","0","0","LCK","0","0","Protein","0","NA","false","false","0","0","false","LCK","2","1","1","0","0","0"
"0","NA","0","0","false","0","0","FN1","0","0","Receptor Ligand","0","Regulation of actin cytoskeleton","false","true","1","0","false","FN1","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","ITGA11","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","ITGA11","1","0","0","0","0","0"
"0","NA","0","0","true","1","0","ESR1","0","0","End point - TF","0","Estrogen signaling pathway","false","false","0","0","false","ESR1","1","0","0","0","0","0"
"0","NA","0","0","true","1","1","FOS","0","0","End point - TF","1","NA","false","false","0","0","false","FOS","7","1","1","1","1","0"
"1","NA","0","0","true","0","0","RELA","0","0","End point - TF","0","C-type lectin receptor signaling pathway","false","false","0","0","false","RELA","1","0","0","0","0","0"
"1","NA","0","0","false","0","0","KSR1","0","0","Protein","0","C-type lectin receptor signaling pathway","false","false","0","0","false","KSR1","1","0","0","0","0","0"
"1","NA","0","0","false","0","0","PLK3","0","0","Protein","0","C-type lectin receptor signaling pathway","false","false","0","0","false","PLK3","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","CYBB","0","1","End point - Others","0","NOD-like receptor signaling pathway","false","false","0","0","false","CYBB","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","CYBA","0","1","End point - Others","1","NA","false","false","0","0","false","CYBA","2","0","0","0","0","0"
"0","NA","0","0","false","0","0","ISG15","0","0","Protein","0","RIG-I-like receptor signaling pathway","false","false","0","1","false","ISG15","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","PRKCB","1","0","Protein","0","NF-kappa B signaling pathway","false","false","0","0","false","PRKCB","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","CARD10","1","0","Protein","0","NF-kappa B signaling pathway","false","false","0","0","false","CARD10","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","CARD11","1","0","Protein","0","NA","false","false","0","0","false","CARD11","2","1","0","0","0","0"
"0","NA","0","0","false","0","0","ZAP70","1","0","Protein","0","NA","false","false","0","0","false","ZAP70","3","1","1","0","0","0"
"0","NA","0","0","false","0","0","FYN","0","0","Protein","1","NA","false","false","0","0","false","FYN","2","1","0","0","0","0"
"0","NA","1","0","false","0","0","CSF1R","0","0","Protein","1","NA","false","false","0","0","false","CSF1R","3","0","0","0","0","1"
"0","NA","0","0","false","0","0","IRS1","0","0","Protein","1","Osteoclast differentiation","false","false","0","0","false","IRS1","1","0","0","0","0","0"
"0","NA","0","0","false","1","0","GRB2","0","0","Protein","1","NA","false","false","0","0","false","GRB2","3","1","0","0","0","0"
"0","NA","0","0","false","0","0","CD3E","0","0","Protein","0","T cell receptor signaling pathway","false","false","0","0","false","CD3E","1","1","0","0","0","0"
"0","NA","0","0","false","0","0","CTSB","0","1","Protein","0","NOD-like receptor signaling pathway","false","false","0","0","false","CTSB","1","0","0","0","0","0"
"1","NA","0","0","false","0","0","NLRP3","0","1","Protein","0","NA","false","false","0","0","false","NLRP3","2","0","0","0","0","0"
"0","NA","0","0","false","0","1","HSP90AA1","0","1","Protein","0","NA","false","false","0","0","false","HSP90AA1","2","0","0","0","0","0"
"0","NA","0","0","false","0","0","CD14","1","0","Receptor","0","NA","true","false","0","0","false","CD14","2","0","0","0","1","0"
"0","NA","0","0","false","0","0","PTPRC","0","0","Receptor","0","T cell receptor signaling pathway","true","false","0","0","false","PTPRC","1","1","0","0","0","0"
"0","NA","1","0","false","0","0","CSF1","0","0","Protein","1","NA","false","false","0","0","false","CSF1","3","0","0","0","0","1"
"0","NA","0","0","false","0","0","ARAF","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","ARAF","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","BCL2","0","1","Protein","0","NOD-like receptor signaling pathway","false","false","0","0","false","BCL2","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","NLRP1","0","1","Protein","0","NOD-like receptor signaling pathway","false","false","0","0","false","NLRP1","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","SPP1","0","0","Receptor Ligand","0","Toll-like receptor signaling pathway","false","true","0","0","false","SPP1","1","0","0","0","1","0"
"0","NA","0","0","false","0","0","CD28","0","0","Protein","0","T cell receptor signaling pathway","false","false","0","0","false","CD28","1","1","0","0","0","0"
"0","NA","0","0","false","0","0","GNG12","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","GNG12","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","FCGR1A","0","0","Receptor","1","Osteoclast differentiation","true","false","0","0","false","FCGR1A","1","0","0","0","0","0"
"1","FALSE","0","0","false","1","0","SRC","0","0","Protein","0","NA","false","false","1","0","false","SRC","3","0","0","0","0","0"
"0","NA","0","0","false","0","0","ARHGAP35","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","ARHGAP35","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","IRAK1","1","0","Protein","0","NA","false","false","0","0","false","IRAK1","2","0","0","0","1","0"
"0","NA","0","0","false","0","0","IRAK4","1","1","Protein","0","NA","false","false","0","0","false","IRAK4","3","0","0","0","1","0"
"1","NA","0","0","true","0","0","STAT1","0","1","End point - TF","1","NA","false","false","0","0","false","STAT1","5","0","1","0","1","0"
"0","NA","0","0","false","0","0","VAV1","0","0","Protein","0","NA","false","false","1","0","false","VAV1","2","1","0","0","0","0"
"0","NA","0","0","false","0","0","NCK1","0","0","Protein","0","T cell receptor signaling pathway","false","false","0","0","false","NCK1","1","1","0","0","0","0"
"1","NA","0","0","false","0","0","PLCG2","0","0","Protein","1","NA","false","false","0","0","false","PLCG2","2","0","0","0","0","0"
"1","NA","0","0","false","0","0","PPP3CA","0","0","Protein","1","NA","false","false","0","0","false","PPP3CA","4","1","1","0","0","0"
"0","NA","0","0","false","0","0","CAMK4","0","0","Protein","1","Osteoclast differentiation","false","false","0","0","false","CAMK4","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","TYK2","0","1","Protein","0","NOD-like receptor signaling pathway","false","false","0","0","false","TYK2","1","0","0","0","0","0"
"0","TRUE","0","0","false","1","0","PRKACA","0","0","Protein","0","Estrogen signaling pathway","false","false","0","0","false","PRKACA","1","0","0","0","0","0"
"0","NA","0","0","false","1","0","KCNJ3","0","0","Protein","0","Estrogen signaling pathway","false","false","0","0","false","KCNJ3","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","PRKCQ","1","0","Protein","0","NA","false","false","0","0","false","PRKCQ","2","1","0","0","0","0"
"0","TRUE","0","0","false","0","1","TRADD","0","0","Protein","0","NA","false","false","0","1","false","TRADD","3","0","0","1","0","0"
"0","NA","0","0","false","0","0","SLC9A1","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","SLC9A1","1","0","0","0","0","0"
"0","FALSE","0","0","false","0","0","EZR","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","EZR","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","DAB2IP","0","0","Protein","0","TNF signaling pathway","false","false","0","0","false","DAB2IP","1","0","0","1","0","0"
"1","NA","0","0","false","0","0","BCL3","0","0","Protein","0","C-type lectin receptor signaling pathway","false","false","0","0","false","BCL3","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","CD247","0","0","Protein","0","T cell receptor signaling pathway","false","false","0","0","false","CD247","1","1","0","0","0","0"
"0","NA","0","0","false","0","0","TNFAIP3","0","1","Protein","0","NOD-like receptor signaling pathway","false","false","0","0","false","TNFAIP3","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","GNA13","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","GNA13","1","0","0","0","0","0"
"0","NA","1","0","false","0","0","CD40","1","0","Receptor","0","NA","true","false","0","0","false","CD40","3","0","0","0","1","0"
"1","NA","0","0","false","1","1","MAPK1","0","1","Protein","1","NA","false","false","1","0","false","MAPK1","10","1","1","1","1","0"
"1","NA","0","0","true","0","0","JUN","0","1","End point - TF","0","NA","false","false","0","0","false","JUN","4","0","1","1","0","0"
"0","NA","0","0","true","0","1","CEBPB","0","0","End point - TF","0","NA","false","false","0","0","false","CEBPB","2","0","0","1","0","0"
"0","NA","0","0","false","0","0","ROCK1","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","ROCK1","1","0","0","0","0","0"
"0","NA","0","0","true","1","0","ESR2","0","0","End point - TF","0","Estrogen signaling pathway","false","false","0","0","false","ESR2","1","0","0","0","0","0"
"0","NA","1","0","false","0","0","LAP3","0","0","Protein","0","NA","false","false","1","0","false","LAP3","2","0","0","0","0","0"
"0","NA","0","0","false","0","0","PTPN6","0","0","Receptor","0","T cell receptor signaling pathway","true","false","0","0","false","PTPN6","1","1","0","0","0","0"
"0","NA","0","0","false","0","0","CTLA4","0","0","Protein","0","T cell receptor signaling pathway","false","false","0","0","false","CTLA4","1","1","0","0","0","0"
"0","NA","0","0","false","0","0","PDCD1","0","0","Protein","0","T cell receptor signaling pathway","false","false","0","0","false","PDCD1","1","1","0","0","0","0"
"0","NA","0","0","false","1","0","NOS3","0","0","Protein","0","Estrogen signaling pathway","false","false","0","0","false","NOS3","1","0","0","0","0","0"
"0","NA","1","0","false","0","0","CD40LG","1","0","Protein","0","NA","false","false","0","0","false","CD40LG","3","1","0","0","0","0"
"1","NA","0","0","false","0","0","FCER1G","0","0","Receptor","0","C-type lectin receptor signaling pathway","true","false","0","0","false","FCER1G","1","0","0","0","0","0"
"1","NA","0","0","false","0","0","LSP1","0","0","Protein","0","C-type lectin receptor signaling pathway","false","false","0","0","false","LSP1","1","0","0","0","0","0"
"1","NA","0","0","false","0","0","RRAS2","0","0","Protein","0","NA","false","false","1","0","false","RRAS2","2","0","0","0","0","0"
"1","NA","0","1","false","0","1","IKBKE","0","1","Protein","0","NA","false","false","0","1","false","IKBKE","5","0","0","0","0","0"
"1","NA","0","0","false","0","0","CYLD","1","0","Protein","1","NA","false","false","0","1","false","CYLD","4","0","0","0","0","0"
"0","NA","0","0","false","1","0","GNAI1","0","0","Protein","0","Estrogen signaling pathway","false","false","0","0","false","GNAI1","1","0","0","0","0","0"
"0","NA","0","0","false","0","0","MYH9","0","0","Protein","0","Regulation of actin cytoskeleton","false","false","1","0","false","MYH9","1","0","0","0","0","0"
